SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
367,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-06-2003 09:00,1.04,"","",""
368,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-07-2003 09:00,2.7,"","",""
369,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2003 09:00,1.46,"","",""
370,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2003 09:00,0.59,"","",""
371,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-10-2003 09:00,0.68,"","",""
372,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-11-2003 09:00,0.9,"","",""
373,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-12-2003 09:00,1,"","",""
374,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-01-2004 09:00,1.38,"","",""
375,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-02-2004 09:00,1.34,"","",""
376,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2004 09:00,2.7,"","",""
377,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-04-2004 09:00,3.4,"","",""
378,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,05-05-2004 09:00,3.25,"","",""
379,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-06-2004 08:30,4.835,"","",""
380,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-07-2004 08:30,0.96,"","",""
381,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-08-2004 08:30,0.49,"","",""
382,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2004 08:30,0.55,"","",""
383,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,04-10-2004 08:30,0.98,"","",""
384,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-11-2004 08:30,0.97,"","",""
385,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-12-2004 08:30,0.75,"","",""
386,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2005 08:30,1.99,"","",""
387,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-02-2005 08:30,0.97,"","",""
388,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2005 08:30,0.48,"","",""
389,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,04-04-2005 08:30,0.14,"","",""
390,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-05-2005 08:30,0.99,"","",""
391,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-06-2005 08:30,1.04,"","",""
392,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,04-07-2005 08:30,0.78,"","",""
393,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2005 08:30,1.16,"","",""
394,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2005 08:30,1.25,"","",""
395,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-10-2005 08:30,1.1,"","",""
396,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-11-2005 08:30,1.98,"","",""
397,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-12-2005 08:30,0.99,"","",""
398,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-01-2006 08:30,0.85,"","",""
399,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-02-2006 08:30,0.87,"","",""
400,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2006 08:30,0.95,"","",""
401,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-04-2006 08:30,1.05,"","",""
402,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-05-2006 08:30,1.32,"","",""
403,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-06-2006 09:00,0.8,"","",""
404,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-07-2006 09:00,1.18,"","",""
405,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2006 09:00,0.4,"","",""
406,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-11-2006 09:00,0.98,"","",""
407,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-01-2007 09:00,1.07,"","",""
408,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2007 09:00,1.05,"","",""
409,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-05-2007 09:15,1.9,"","",""
410,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-07-2007 10:00,1.57,"","",""
411,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2007 09:30,0.78,"","",""
412,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,05-09-2007 10:00,1.6,"","",""
413,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-10-2007 09:15,1.17,"","",""
414,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-11-2007 09:30,1,"","",""
415,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-12-2007 09:30,1.3,"","",""
416,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2008 08:00,1.42,"","",""
417,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-02-2008 08:00,0.4,"","",""
418,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-03-2008 08:30,1,"","",""
419,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-04-2008 09:30,1.9,"","",""
420,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-05-2008 08:00,1.8,"","",""
421,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-06-2008 09:45,0.96,"","",""
422,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-07-2008 08:00,1,"","",""
423,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2008 10:30,0.6,"","",""
424,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2008 10:30,0.8,"","",""
425,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-10-2008 10:30,0.36,"","",""
426,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-11-2008 10:00,1.36,"","",""
427,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-12-2008 09:30,2.1,"","",""
428,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2009 08:30,1.76,"","",""
429,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-02-2009 08:00,1.39,"","",""
430,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-03-2009 08:00,0.83,"","",""
431,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-04-2009 08:30,2.22,"","",""
432,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-05-2009 08:30,1.26,"","",""
433,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-06-2009 08:20,0.96,"","",""
434,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-07-2009 08:20,2.03,"","",""
435,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-08-2009 08:00,1.01,"","",""
436,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2009 08:15,0.38,"","",""
437,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,05-10-2009 08:15,0.99,"","",""
438,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-11-2009 08:15,0.58,"","",""
439,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-12-2009 08:15,0.2,"","",""
440,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2010 08:30,0.99,"","",""
441,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-02-2010 08:15,0.97,"","",""
442,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2010 08:15,1.02,"","",""
443,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,05-04-2010 08:30,1.6,"","",""
444,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-05-2010 08:30,1.8,"","",""
445,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-12-2010 08:30,1.19,"","",""
446,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-01-2011 08:45,0.81,"","",""
447,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-07-2011 08:30,2.78,"","",""
448,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2011 08:30,0.78,"","",""
449,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-09-2011 08:30,2.83,"","",""
450,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,04-10-2011 08:30,0.8,"","",""
451,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-11-2011 08:30,0.38,"","",""
452,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-12-2011 08:30,0.59,"","",""
453,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-01-2012 08:30,0.77,"","",""
454,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-03-2012 08:30,0.193,"","",""
455,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-04-2012 08:30,0.58,"","",""
456,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-06-2012 08:30,0.79,"","",""
457,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-07-2012 08:30,0.59,"","",""
458,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2012 08:30,0.8,"","",""
459,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-09-2012 08:30,0.58,"","",""
460,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-10-2012 08:30,0.39,"","",""
461,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-11-2012 08:30,1.39,"","",""
462,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-12-2012 08:30,0.58,"","",""
463,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2013 08:30,0.59,"","",""
464,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-02-2013 08:30,0.6,"","",""
465,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2013 08:30,0.99,"","",""
466,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-04-2013 08:30,1.18,"","",""
467,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-05-2013 08:30,1.19,"","",""
468,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-06-2013 08:30,1.24,"","",""
469,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-07-2013 08:30,0.78,"","",""
470,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-08-2013 08:30,0.78,"","",""
471,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-09-2013 08:30,1.67,"","",""
472,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,04-10-2013 08:30,0.61,"","",""
473,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,04-11-2013 08:30,1.58,"","",""
474,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-12-2013 08:30,0.8,"","",""
475,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2014 08:30,1.12,"","",""
476,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-02-2014 08:30,0.39,"","",""
477,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-03-2014 08:30,0.39,"","",""
478,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-04-2014 08:30,0.97,"","",""
479,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-05-2014 08:30,1.03,"","",""
480,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-06-2014 08:30,1.23,"","",""
481,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-07-2014 08:30,1.59,"","",""
482,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2014 08:30,1.06,"","",""
483,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2014 08:30,2.57,"","",""
484,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,07-11-2014 08:30,0.63,"","",""
485,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-12-2014 08:30,1.38,"","",""
486,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2015 08:30,0.98,"","",""
487,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-02-2015 08:30,0.96,"","",""
488,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-03-2015 08:30,1.75,"","",""
489,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2015 08:30,0.98,"","",""
490,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2015 08:30,1.26,"","",""
491,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,05-10-2015 08:30,0.75,"","",""
492,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-11-2015 08:30,1,"","",""
493,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-12-2015 08:30,1.19,"","",""
494,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2016 08:30,2.56,"","",""
495,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-02-2016 08:30,2.55,"","",""
496,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2016 08:30,0.8,"","",""
497,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-04-2016 08:30,1.74,"","",""
