SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
498,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-05-2016 08:30,1.77,"","",""
499,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-06-2016 09:00,1.48,"","",""
500,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-07-2016 08:00,1.2,"","",""
501,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2016 08:00,2.7,"","",""
502,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-09-2016 09:00,0.62,"","",""
503,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-10-2016 08:00,0.47,"","",""
504,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-11-2016 09:00,2.57,"","",""
505,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-12-2016 08:00,2.02,"","",""
506,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,02-01-2017 08:00,1.86,"","",""
507,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-02-2017 08:00,1.52,"","",""
508,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2017 08:00,2.06,"","",""
509,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-04-2017 08:00,2.62,"","",""
510,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-05-2017 08:00,2.32,"","",""
511,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-06-2017 08:00,2.01,"","",""
512,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-07-2017 08:00,0.89,"","",""
513,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,30-07-2017 08:00,0.89,"","",""
514,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-08-2017 08:00,1.5,"","",""
515,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,04-09-2017 08:00,"","","",""
516,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,03-10-2017 08:00,2,"","",""
517,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-11-2017 09:00,"","","",""
518,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,04-12-2017 08:00,"","","",""
519,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-01-2018 08:00,1.1,"","",""
520,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-02-2018 08:00,1,"","",""
521,BILIGUNDULU,CWC,33,Tamil Nadu,571,Dharmapuri,Denkanikotti,-,-,Cauvery,Cauvery,-,-,-,Cauvery,12.18222222,77.72388889,01-03-2018 09:00,1.2,"","",""
522,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,09-11-2009 09:30,0.662,"","",""
523,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-12-2009 09:30,0.556,"","",""
524,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-01-2010 08:00,0.556,"","",""
525,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-02-2010 08:00,0.288,"","",""
526,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,24-08-2010 09:30,0.29,"","",""
527,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-09-2010 09:00,0.926,"","",""
528,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-10-2010 09:00,1.575,"","",""
529,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-11-2010 09:00,0.266,"","",""
530,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,03-12-2010 09:00,0.532,"","",""
531,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,03-01-2011 08:30,0.575,"","",""
532,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-02-2011 08:30,0.288,"","",""
533,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-03-2011 09:00,0.267,"","",""
534,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-09-2011 08:00,0.3,"","",""
535,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-10-2011 08:00,1.43,"","",""
536,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-11-2011 09:00,0.45,"","",""
537,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-12-2011 08:00,2.14,"","",""
538,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,02-01-2012 08:30,2.74,"","",""
539,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-02-2012 08:30,2.11,"","",""
540,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,22-10-2012 14:10,1.96,"","",""
541,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-11-2012 10:00,0.72,"","",""
542,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-12-2012 08:00,0.82,"","",""
543,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,16-09-2013 09:30,1.43,"","",""
544,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-10-2013 08:30,0.36,"","",""
545,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-11-2013 09:30,0.73,"","",""
546,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,02-12-2013 09:30,1.55,"","",""
547,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,13-11-2014 08:00,1.46,"","",""
548,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,11-11-2015 10:30,0.73,"","",""
549,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,08-12-2015 09:30,2.01,"","",""
550,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,02-01-2016 09:30,1.82,"","",""
551,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-02-2016 08:30,1.46,"","",""
552,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,24-05-2016 08:00,2.37,"","",""
553,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,21-07-2016 09:00,3.28,"","",""
554,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-08-2016 09:00,1.81,"","",""
555,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-09-2016 09:00,5.62,"","",""
556,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-10-2016 10:00,2.45,"","",""
557,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,05-12-2016 09:00,0.37,"","",""
558,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,02-01-2017 09:00,0.67,"","",""
559,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,08-09-2017 08:00,2.6,"","",""
560,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-11-2017 08:00,0.7,"","",""
561,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-12-2017 08:00,1.1,"","",""
562,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-01-2018 08:00,0.6,"","",""
563,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,22-09-2018 08:00,1.6,"","",""
564,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,22-11-2018 08:00,2.5,"","",""
565,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-12-2018 08:00,3.1,"","",""
566,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,21-08-2019 08:00,2.8,"","",""
567,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,03-09-2019 08:00,2.8,"","",""
568,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-10-2019 08:00,2,"","",""
569,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-11-2019 08:00,0.8,"","",""
570,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,02-12-2019 08:00,2.2,"","",""
571,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-01-2020 08:00,1.4,"","",""
572,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-02-2020 08:00,2.8,"","",""
573,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,25-09-2020 08:00,2.21,"","",""
574,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-10-2020 08:00,2.58,"","",""
575,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,02-11-2020 08:00,1.61,"","",""
576,Chengalpet,CWC,33,Tamil Nadu,730,Chengalpattu,chengalpattu,-,-,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,-,Palar,12.65000000,79.94722222,01-12-2020 08:00,3.01,"","",""
577,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-12-2001 08:30,1.8,"","",""
578,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-01-2002 08:00,1.5,"","",""
579,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-02-2002 08:20,4.6,"","",""
580,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,21-09-2002 08:10,5.2,"","",""
581,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,21-10-2002 08:30,2.7,"","",""
582,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-11-2002 08:45,1.4,"","",""
583,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,02-12-2002 09:15,3.3,"","",""
584,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-11-2003 08:30,2.1,"","",""
585,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-12-2003 08:10,1,"","",""
586,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-11-2004 08:15,1.2,"","",""
587,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-12-2004 08:15,1.5,"","",""
588,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-01-2005 08:15,1.3,"","",""
589,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-02-2005 08:50,3.2,"","",""
590,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-03-2005 08:10,1.5,"","",""
591,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,02-05-2005 08:10,2.3,"","",""
592,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-06-2005 08:50,1.1,"","",""
593,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-08-2005 09:00,1.4,"","",""
594,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,16-08-2005 08:15,3.29,"","",""
595,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-09-2005 08:45,1.8,"","",""
596,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,15-09-2005 08:15,6.38,"","",""
597,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-10-2005 08:45,1.8,"","",""
598,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,02-11-2005 08:15,1.4,"","",""
599,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-12-2005 08:15,1.4,"","",""
600,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,15-12-2005 08:40,0.39,"","",""
601,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,02-01-2006 08:15,1.4,"","",""
602,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-02-2006 08:15,7.3,"","",""
603,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-03-2006 08:15,5.4,"","",""
604,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,15-03-2006 08:20,3.64,"","",""
605,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-04-2006 08:15,7.6,"","",""
606,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,15-04-2006 08:15,0.96,"","",""
607,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-05-2006 08:15,5.5,"","",""
608,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-06-2006 08:15,6.6,"","",""
609,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-07-2006 08:15,6.7,"","",""
610,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-08-2006 08:15,5.3,"","",""
611,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-09-2006 08:15,5.9,"","",""
612,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,03-10-2006 08:15,1.7,"","",""
613,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-11-2006 10:00,0.9,"","",""
614,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-12-2006 08:15,1.1,"","",""
615,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,02-01-2007 08:15,2,"","",""
616,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-02-2007 08:15,5.2,"","",""
617,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,02-04-2007 08:30,3.7,"","",""
618,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-05-2007 08:30,4,"","",""
619,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-06-2007 08:15,3.2,"","",""
620,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,02-07-2007 08:15,2.3,"","",""
621,ELUNUTHIMANGALAM,CWC,33,Tamil Nadu,573,Erode,ERODE,-,-,Cauvery,Cauvery,Noyyal,-,-,Noyyal,11.03166667,77.88750000,01-08-2007 08:15,1.5,"","",""
