SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Temperature (ºC),Carbonate (mg/L),Calcium (mg/L),Chloride (mg/L),Dissolved oxygen (mg/L),Bicarbonate (mg/L),Magnesium (mg/L),Sodium (mg/L),Potential of Hydrogen (pH),Sulphate (mg/L),Total Alkalinity (mg/L as CaCO3),Total Hardness (mgCaCO3/L),Nitrate N (mgN/L),Sodium Adsorption Ratio (%),Biochemical Oxygen Demand (mg/L),WQI,WQI Class
422,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2007 08:30,197.0,Clear,odour free,24.0,0.0,14.43,12.37,,93.19,6.81,16.1,7.95,11.54,76.38525,64.45,1.18,0.8752138,0.4,17.679822270375322,Excellent
423,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2008 08:30,356.0,Clear,odour free,24.0,0.0,27.25,19.23,,168.45,10.69,28.5,8.11,21.85,138.07376,112.666664,1.05,1.1715,0.5,21.62553762840383,Excellent
424,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-02-2008 08:30,198.0,Clear,odour free,24.5,0.0,12.83,9.66,,88.73,6.81,14.3,7.86,12.24,72.72951,60.45,1.02,0.8027965,0.7,20.614013389408182,Excellent
425,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2008 08:15,166.0,Clear,odour free,24.0,0.0,14.43,9.26,,84.41,5.83,10.1,7.96,4.72,69.18853,60.36667,0.805,0.5671976,0.3,15.754556424563244,Excellent
426,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-04-2008 08:15,421.0,Clear,odour free,25.5,0.0,32.06,21.78,,212.17,14.58,33.2,8.21,18.04,173.90984,140.90001,1.05,1.2205656,0.6,24.766097665005493,Excellent
427,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2008 08:45,213.0,Clear,odour free,28.5,0.0,19.24,11.59,,113.24,7.78,11.9,7.95,4.53,92.81967,80.51667,0.788,0.57865024,0.4,17.50224980566551,Excellent
428,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-06-2008 08:00,86.0,Clear,odour free,26.0,0.0,8.02,7.69,,43.26,3.89,4.1,7.95,2.88,35.459015,36.258335,0.588,0.29716346,0.8,21.543528131805683,Excellent
429,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-07-2008 08:00,157.0,Clear,odour free,25.5,0.0,19.24,11.54,6.59,91.6,4.86,9.8,7.89,4.68,75.08196,68.35,0.723,0.5169178,1.6,52.86417423100768,Poor
430,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2008 08:00,308.0,Clear,odour free,25.0,0.0,36.87,15.38,6.41,208.36,11.67,22.5,8.13,9.17,170.78688,140.8,1.58,0.82710385,0.7,46.3711040154514,Good
431,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2008 08:00,141.0,Clear,odour free,26.5,0.0,17.64,9.66,6.64,69.33,4.86,8.3,7.95,4.53,56.82787,64.35,1.58,0.4512439,0.5,39.37695628685997,Good
432,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,03-10-2008 08:00,91.0,Clear,odour free,25.5,0.0,9.61,7.99,6.55,52.76,4.86,4.6,7.78,1.1,43.2459,44.275,,0.30172974,0.5,35.758567776638536,Good
433,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2008 08:00,397.0,Clear,odour free,25.5,0.0,37.67,29.99,6.29,216.32,17.49,40.9,8.1,62.3,177.31148,167.04999,,1.3809898,1.1,51.026422451197796,Poor
434,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2008 08:00,245.0,Clear,odour free,26.0,0.0,22.44,13.99,6.26,147.73,10.69,16.3,7.7,11.54,121.090164,100.64166,0.112,0.709094,0.4,36.075713153385166,Good
435,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2009 08:00,119.0,Clear,odour free,23.5,0.0,14.4,11.9,7.67,82.0,3.9,18.8,7.53,1.7,67.21311,52.25,,1.1342627,0.8,34.71524400762237,Good
436,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-02-2009 08:00,149.0,Clear,odour free,23.0,0.0,20.8,13.9,6.9,91.0,8.7,9.5,7.85,10.5,74.590164,88.25,0.691,0.44126278,0.3,34.72527924340692,Good
437,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-03-2009 08:00,126.0,Clear,odour free,26.0,0.0,16.0,7.9,6.54,82.0,6.8,7.4,7.78,1.0,67.21311,68.333336,0.069,0.39062092,0.8,40.47762757399813,Good
438,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-04-2009 08:00,259.0,Clear,odour free,26.0,0.0,33.6,17.8,6.45,168.0,12.6,22.1,8.05,27.0,137.70493,136.5,0.021,0.8252702,0.3,38.20242799469853,Good
439,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2009 08:00,285.0,Clear,odour free,28.5,0.0,40.0,17.8,6.92,72.0,13.6,24.0,8.2,120.32,59.01639,156.66667,0.098,0.8364497,2.4,67.29768237596771,Poor
440,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2009 09:00,165.0,Clear,odour free,28.0,0.0,20.8,11.8,6.2,101.0,7.8,8.9,7.77,3.2,82.78689,84.5,0.041,0.42240772,0.7,40.214722728988825,Good
441,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-07-2009 08:30,214.0,Clear,odour free,26.5,0.0,24.0,13.4,6.1,120.0,9.7,10.2,7.62,4.012,98.36066,100.416664,0.304,0.44412893,0.4,35.73744524798513,Good
442,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2009 08:30,188.0,Clear,odour free,27.0,0.0,25.6,15.7,6.4,146.4,10.7,9.2,7.89,1.5,119.99999,108.583336,1.17,0.38524488,0.5,40.20967167560843,Good
443,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2009 08:30,160.0,Clear,odour free,26.5,0.0,19.2,11.8,6.4,112.0,9.7,9.0,7.78,1.0,91.803276,88.416664,0.647,0.41774803,0.7,40.79514813176595,Good
444,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-10-2009 08:30,106.0,Clear,odour free,26.5,0.0,16.0,9.5,6.1,73.2,3.9,5.3,7.73,0.6,59.999996,56.25,,0.30815,0.1,31.117075790214127,Good
446,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2009 08:15,463.0,Clear,odour free,26.0,0.0,35.2,37.1,6.5,229.4,23.3,28.3,8.1,29.5,188.03278,185.08333,1.64,0.9082362,0.1,39.67519427150396,Good
447,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2010 08:30,267.0,Clear,odour free,25.0,0.0,20.8,25.5,6.6,120.0,14.6,17.2,7.27,29.0,98.36066,112.833336,1.14,0.7070333,0.7,36.95699368488403,Good
448,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-02-2010 08:15,212.0,Clear,odour free,25.5,0.0,20.8,17.0,6.9,120.0,11.7,13.0,8.0,18.0,98.36066,100.75,0.574,0.56535614,0.6,40.62579305522438,Good
449,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2010 08:30,161.0,Clear,odour free,25.5,0.0,20.8,14.2,6.8,97.6,5.8,7.9,7.7,2.0,80.0,76.166664,0.885,0.39478278,1.0,42.80066176244298,Good
450,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-04-2010 08:45,202.0,Clear,odour free,26.5,0.0,33.667,59.55,6.3,151.28,9.722,45.38,7.75,0.4,124.0,124.675835,1.02,1.7725751,0.8,43.29497541519624,Good
451,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2010 08:45,239.0,Clear,odour free,25.0,0.0,27.25,34.03,6.3,170.8,13.81,23.0,8.13,9.61,140.0,125.66667,0.481,0.8954855,1.6,57.451114901958455,Poor
452,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2010 08:15,90.0,Clear,odour free,27.0,0.0,9.62,11.34,6.6,43.92,3.89,5.9,7.85,1.7,36.0,40.258335,0.759,0.40572914,1.0,43.825704970333184,Good
453,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-07-2010 08:30,215.0,Clear,odour free,26.0,0.0,27.25,22.68,6.2,141.52,13.61,12.7,7.8,4.8,116.0,124.83333,5.26,0.49610177,0.8,49.38716329442669,Good
454,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-08-2010 08:15,286.0,Clear,odour free,26.5,0.0,35.27,28.36,6.7,180.56,12.64,18.7,7.94,10.7,148.0,140.84167,5.72,0.6874188,1.4,58.3616621900186,Poor
455,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2010 08:15,207.0,Clear,odour free,26.0,0.0,22.44,19.82,7.1,112.24,7.78,12.0,7.48,4.65,92.0,88.51667,4.92,0.5564115,1.2,47.962528711232466,Good
456,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-10-2010 08:30,171.0,Clear,odour free,26.0,0.0,22.44,19.82,7.3,122.0,9.72,11.2,7.77,6.37,100.0,96.600006,3.5,0.49725628,1.0,46.10446026113946,Good
457,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2010 08:15,204.0,Clear,odour free,25.0,0.0,27.25,26.43,7.5,136.64,10.69,18.5,7.8,15.77,112.0,112.666664,3.61,0.7604474,1.4,51.80826885704293,Poor
458,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2010 08:15,418.0,Clear,odour free,24.0,0.0,54.51,52.86,6.0,248.88,19.44,43.4,7.98,45.27,204.0,217.275,6.12,1.2844807,0.4,49.463443579410885,Good
459,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2011 08:15,439.0,Clear,odour free,25.0,0.0,49.7,62.77,6.2,229.36,14.58,50.0,7.99,43.41,188.0,185.0,1.76,1.6033322,1.6,59.09181109415486,Poor
460,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-02-2011 08:10,254.0,Clear,odour free,24.5,0.0,35.27,49.56,6.4,151.28,8.75,30.8,8.03,21.17,124.0,124.63333,0.627,1.2030663,2.0,61.3541073467579,Poor
461,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2011 08:15,590.0,Clear,odour free,26.5,24.0,46.49,52.93,5.5,219.6,20.42,54.4,8.28,42.76,220.0,201.30833,0.739,1.6731187,0.8,52.44701066832784,Poor
462,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-04-2011 08:30,184.0,Clear,odour free,27.5,0.0,30.46,26.47,5.8,131.76,8.75,17.4,7.85,9.7,107.99999,112.60833,0.663,0.71514255,1.2,50.07804925048087,Poor
463,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-05-2011 08:15,436.0,Clear,odour free,27.5,0.0,43.29,50.37,5.3,248.88,23.33,40.0,8.23,28.37,204.0,205.43333,0.738,1.2181505,4.6,104.00832140878599,Unsuitable
464,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2011 08:15,90.0,Clear,odour free,27.0,0.0,17.64,9.44,6.2,58.79,1.94,5.0,7.66,2.51,48.188526,52.18333,0.225,0.3016063,1.2,45.05916290651279,Good
465,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-07-2011 08:30,199.0,Clear,odour free,27.5,0.0,22.44,25.18,6.1,117.58,8.75,18.2,7.88,9.62,96.37705,92.558334,0.379,0.8253828,2.8,70.6087955106745,Poor
466,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2011 08:30,220.0,Clear,odour free,26.0,0.0,25.65,25.18,6.3,122.92,9.72,16.8,7.25,9.21,100.7541,104.625,0.395,0.7165846,1.4,45.44195713314894,Good
467,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-09-2011 08:30,188.0,Clear,odour free,25.5,0.0,19.24,22.04,6.1,106.89,7.78,15.1,7.03,5.81,87.61475,80.51667,0.49,0.7342537,1.8,48.83335666261306,Good
468,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-10-2011 08:30,88.0,Clear,odour free,26.0,0.0,11.22,12.59,6.5,37.41,1.94,6.9,6.9,2.33,30.663935,36.133335,0.255,0.50036985,1.8,44.96438602043494,Good
469,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2011 08:15,285.0,Clear,odour free,25.0,0.0,35.27,34.63,6.3,154.99,7.78,26.4,7.72,17.54,127.040985,120.59167,0.401,1.0482048,2.4,63.59478567200391,Poor
470,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2011 08:15,328.0,Clear,odour free,25.0,0.0,38.48,44.07,5.9,197.74,14.58,33.9,7.75,26.69,162.08197,156.95,0.495,1.1805787,0.9,46.017213819805434,Good
471,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-01-2012 08:15,332.0,Clear,odour free,24.5,0.0,38.48,37.78,7.1,171.02,11.67,28.6,7.66,28.53,140.18033,144.825,0.38,1.0365751,1.2,45.51316632270654,Good
472,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-02-2012 08:30,187.0,Clear,odour free,23.0,0.0,17.64,22.04,7.7,101.57,9.72,15.6,7.26,10.77,83.2541,84.6,0.265,0.74033576,1.7,45.59189367041824,Good
473,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-03-2012 08:15,168.0,Clear,odour free,23.5,0.0,12.83,18.89,7.0,96.2,11.67,13.0,7.59,5.41,78.852455,80.7,0.159,0.63209814,2.0,54.540447891629704,Poor
474,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-04-2012 08:45,185.0,Clear,odour free,26.0,0.0,22.44,22.04,6.2,117.58,9.72,12.8,7.92,2.76,96.37705,96.600006,0.182,0.5682929,2.1,61.13820096269095,Poor
475,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-05-2012 08:30,247.0,Clear,odour free,27.0,0.0,25.65,31.48,7.7,144.3,12.64,23.9,8.03,14.23,118.278694,116.791664,0.145,0.96519834,1.0,44.161166809218365,Good
476,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-06-2012 08:20,88.0,Clear,odour free,27.0,0.0,14.43,9.44,8.3,69.48,4.86,6.4,7.96,1.94,56.95082,56.325,0.118,0.3719985,0.7,36.08084921511119,Good
477,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,02-07-2012 08:30,156.0,Clear,odour free,24.0,0.0,19.24,12.59,7.9,90.85,5.83,8.1,7.86,2.83,74.46721,72.39166,0.128,0.41523775,2.0,54.07306718469328,Poor
478,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-08-2012 09:00,140.0,Clear,odour free,26.0,0.0,19.24,12.59,6.7,74.82,3.89,7.2,7.6,2.09,61.32787,64.308334,0.092,0.39143598,2.0,54.257134381149946,Poor
479,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-09-2012 08:30,162.0,Clear,odour free,25.0,0.0,19.24,17.19,7.0,97.11,7.78,11.0,7.51,3.64,79.59836,80.51667,0.174,0.5348868,1.8,50.69283474792154,Poor
480,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-10-2012 08:30,111.0,Clear,odour free,26.0,0.0,11.22,12.89,6.8,48.56,2.92,7.4,7.89,1.86,39.80328,40.216667,0.149,0.50887126,3.3,73.96049129451015,Poor
481,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-11-2012 08:30,268.0,Clear,odour free,25.0,0.0,28.86,30.08,6.4,126.25,9.72,16.0,7.83,9.8,103.483604,112.65,0.285,0.6576066,1.2,47.99799535449155,Good
482,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-12-2012 08:30,226.0,Clear,odour free,25.0,0.0,25.65,21.48,6.5,111.68,7.78,11.9,7.68,4.92,91.540985,96.541664,0.153,0.5282581,1.6,51.09512746786924,Poor
483,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-01-2013 08:30,148.0,Clear,odour free,24.0,0.0,16.03,12.89,6.7,77.69,5.83,7.6,7.71,2.85,63.68033,64.36667,0.239,0.41327247,1.5,48.93366854642568,Good
484,AMBARAMPALAYAM,CWC,33,Tamil Nadu,569,Coimbatore,POLLACHI,ANAIMALAI,Ambarampalayam,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,-,-,Aliyar,10.63138889,76.94611111,01-02-2013 09:00,150.0,Clear,odour free,25.0,0.0,20.84,12.89,7.0,82.55,3.89,6.9,7.34,2.38,67.66394,68.308334,0.05,0.36394843,1.4,42.92605963410272,Good
